nombre_entidad,fecha_mes,tipo_de_persona,tipo_de_garantia,producto_de_credito,tipo_de_credito,plazo_de_credito,tasa_efectiva_promedio_ponderada
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Financiero e institucional,Comercial ordinario,Más de 1 año y hasta 3 años,10.536
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Financiero e institucional,Comercial ordinario,Más de 3 años y hasta 5 años,13.4
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,A más de 7 años,14.97
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,A más de 7 años,13.41
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 1 año y hasta 3 años,12.9625
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 3 años y hasta 5 años,13.363333333333332
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 5 años y hasta 7 años,16.18
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 1 año y hasta 3 años,13.309230769230767
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 3 años y hasta 5 años,15.944736842105264
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 5 años y hasta 7 años,15.51
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - otros,Comercial ordinario,Más de 1 año y hasta 3 años,12.54
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - otros,Comercial ordinario,Más de 3 años y hasta 5 años,12.58
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Oficial o Gobierno,Comercial ordinario,A más de 7 años,11.01
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Oficial o Gobierno,Comercial ordinario,Más de 30 días y hasta 1 año,11.106666666666667
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Otros Construcción (Colocacion en pesos),Comercial ordinario,Más de 30 días y hasta 1 año,14.166666666666668
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,26.082888229475767
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Avances en efectivo,25.838272727272727
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 13 y 18 meses,26.27
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,26.187252252252254
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,24.687094878253568
BBVA Colombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,25.247214611872145
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,15.397272727272728
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,13.856666666666667
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,13.646666666666668
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Hasta 30 días,12.635
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,17.42576923076923
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,18.128181818181815
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,15.419170984455958
BBVA Colombia,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,18.140666666666668
BBVA Colombia,2025-02-28,Jurídica,Garantía del fondo agropecuario de garantías (FAG),Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,18.55
BBVA Colombia,2025-02-28,Jurídica,Garantía del fondo agropecuario de garantías (FAG),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,16.05
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,12.19327868852459
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,12.463888888888889
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,12.527198275862068
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,12.794615384615383
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,A más de 20 años,7.342857142857143
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.2196875
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 5 años y hasta 7 años,5.96
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,6.373333333333333
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,A más de 20 años,10.78695652173913
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,10.799833333333332
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,12.0285
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.970696517412936
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,12.54
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,A más de 20 años,6.11
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,6.102758620689655
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,5.82921052631579
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Vivienda hasta 5 años,5.9
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.70685393258427
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Más de 5 años y hasta 7 años,12.0825
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,12.256041666666668
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,13.157142857142857
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,16.968947368421052
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 3 años y hasta 5 años,16.566923076923075
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 30 días y hasta 1 año,16.727435897435896
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 5 años y hasta 7 años,16.82333333333333
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 1 año y hasta 3 años,12.95
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 10 años,9.9
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,12.894285714285713
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 5 años y hasta 7 años,13.305
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 7 años y hasta 10 años,12.800434782608695
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,18.59
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 1 año y hasta 3 años,26.3
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,25.913306489815252
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Hasta 30 días,14.16
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,17.3478125
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,17.584545454545452
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,16.554
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,22.40791666666667
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,21.8725
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 3 años y hasta 5 años,18.106
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 5 años y hasta 7 años,16.56
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 3 años y hasta 5 años,16.92
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Entre 31 días y 1 año,16.174886363636364
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 1 año y hasta 3 años,16.255190947666197
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 10 años,15.96003585835948
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.727713675213675
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 5 años y hasta 7 años,16.607107558139536
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libranza otros,Consumo,Más de 7 años y hasta 10 años,16.739255898366608
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Entre 31 días y 1 año,22.8275
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 1 año y hasta 3 años,23.169244741873804
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 3 años y hasta 5 años,23.44664775657555
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 5 años y hasta 7 años,23.79132723112128
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Libre inversión,Consumo,Más de 7 años y hasta 10 años,15.0
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Sobregiro en cuenta corriente persona natural,Consumo,Entre 31 días y 1 año,26.086650868878355
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Avances en efectivo,25.005522875816993
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,0.0
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 13 y 18 meses,22.915
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,25.6881660899654
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,23.29131868131868
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,22.67058823529412
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Avances en efectivo,26.26741829577675
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a más de 36 meses,25.15822432962721
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos a un mes,0.0
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,24.71992006394884
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,25.423488372093026
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,24.184637441411635
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,25.1872802734375
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos hasta 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,24.700623627580146
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,26.26522960932145
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,24.980468422627958
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,0.0
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,24.48869792965827
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,24.162159244264508
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,23.45707525755195
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,24.66063508064516
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.597840677966104
BBVA Colombia,2025-02-28,Natural,Garantia idónea o no idónea,Vehículo,Consumo,Entre 31 días y 1 año,19.14666666666667
