nombre_entidad,fecha_mes,tipo_de_persona,tipo_de_garantia,producto_de_credito,tipo_de_credito,plazo_de_credito,tasa_efectiva_promedio_ponderada
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 1 año y hasta 3 años,11.924
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 3 años y hasta 5 años,12.901111111111112
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 30 días y hasta 1 año,11.626842105263158
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Corporativo,Comercial preferencial o corporativo,Más de 5 años y hasta 7 años,11.93
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Hasta 30 días,15.655333333333335
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 1 año y hasta 3 años,17.02
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 3 años y hasta 5 años,16.317619047619047
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 30 días y hasta 1 año,14.865185185185187
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 5 años y hasta 7 años,4.07
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial - Tesoreria,Comercial tesoreria,Hasta 30 días,17.799090909090907
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,A más de 7 años,14.41
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,14.813571428571429
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,15.260309278350515
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,14.28842105263158
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,11.83
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Hasta 30 días,13.1003125
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.751533923303835
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Financiero e institucional,Comercial ordinario,Más de 1 año y hasta 3 años,12.32
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Financiero e institucional,Comercial ordinario,Más de 3 años y hasta 5 años,12.38
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Financiero e institucional,Comercial tesoreria,Hasta 30 días,11.69
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Oficial o Gobierno,Comercial ordinario,A más de 7 años,17.17
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Oficial o Gobierno,Comercial ordinario,Más de 30 días y hasta 1 año,12.51
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Hasta 30 días,25.82
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Más de 1 año y hasta 3 años,25.82
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Más de 30 días y hasta 1 año,25.82
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Sobregiro en cuenta corriente persona jurídica o persona natural,Comercial ordinario,Más de 5 años y hasta 7 años,25.82
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Avances en efectivo,25.706470588235295
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a más de 36 meses,25.83
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos a un mes,25.583874092009687
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 13 y 18 meses,24.48
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 19 y 24 meses,25.017142857142854
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 2 y 6 meses,25.466350364963503
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 25 y 36 meses,24.765555555555554
Banco de Occidente,2025-05-31,Jurídica,Sin garantia,Tarjeta de crédito empresarial,Comercial ordinario,Consumos entre 7 y 12 meses,25.358333333333334
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,12.3762
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.899666666666668
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en pesos),Vivienda,Vivienda hasta 5 años,12.56
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,5.876666666666667
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda no vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,6.35
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,13.526666666666667
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,12.486
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición de vivienda vis (colocación en uvr),Vivienda,Más de 7 años y hasta 15 años,5.32
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,11.317037037037036
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en pesos),Vivienda,Más de 7 años y hasta 15 años,11.355714285714287
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional no vis (colocación en uvr),Vivienda,Más de 15 años y hasta 20 años,7.17
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Adquisición leasing habitacional vis (colocación en pesos),Vivienda,Más de 15 años y hasta 20 años,12.43
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 5 años y hasta 7 años,18.748571428571427
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,A más de 7 años,15.16
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 1 año y hasta 3 años,15.905
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 3 años y hasta 5 años,14.98
Banco de Occidente,2025-05-31,Natural,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 5 años y hasta 7 años,17.12
Banco de Occidente,2025-05-31,Natural,Sin garantia,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 3 años y hasta 5 años,16.075
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo empleados,Consumo,Entre 31 días y 1 año,18.02
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,18.405
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo empleados,Consumo,Más de 5 años y hasta 7 años,14.546111111111111
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo empleados,Consumo,Más de 7 años y hasta 10 años,14.1875
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo otros,Consumo,Más de 1 año y hasta 3 años,19.72571428571429
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo otros,Consumo,Más de 10 años,8.648780487804878
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo otros,Consumo,Más de 3 años y hasta 5 años,15.257096774193547
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo otros,Consumo,Más de 5 años y hasta 7 años,13.936428571428571
Banco de Occidente,2025-05-31,Natural,Sin garantia,Consumo otros,Consumo,Más de 7 años y hasta 10 años,8.664266666666666
Banco de Occidente,2025-05-31,Natural,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 30 días y hasta 1 año,21.12
Banco de Occidente,2025-05-31,Natural,Sin garantia,Crédito productivo de mayor monto (con recursos de redescuento),Crédito productivo,Más de 5 años y hasta 7 años,23.44
Banco de Occidente,2025-05-31,Natural,Sin garantia,Crédito rotativo,Consumo,Más de 3 años y hasta 5 años,24.1996511627907
Banco de Occidente,2025-05-31,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,15.97
Banco de Occidente,2025-05-31,Natural,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,15.2675
Banco de Occidente,2025-05-31,Natural,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,20.08
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Entre 31 días y 1 año,16.486
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 1 año y hasta 3 años,16.73130081300813
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 10 años,17.746980198019806
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 3 años y hasta 5 años,16.09660777385159
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 5 años y hasta 7 años,16.421693548387097
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libranza otros,Consumo,Más de 7 años y hasta 10 años,15.93979933110368
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Entre 31 días y 1 año,19.935
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 1 año y hasta 3 años,20.096829268292684
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 10 años,22.49
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 3 años y hasta 5 años,19.74088888888889
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 5 años y hasta 7 años,19.992386058981232
Banco de Occidente,2025-05-31,Natural,Sin garantia,Libre inversión,Consumo,Más de 7 años y hasta 10 años,17.09
Banco de Occidente,2025-05-31,Natural,Sin garantia,Sobregiro en cuenta corriente persona natural,Consumo,Entre 31 días y 1 año,25.82
Banco de Occidente,2025-05-31,Natural,Sin garantia,Sobregiro en cuenta corriente persona natural,Consumo,Hasta 30 días,25.82
Banco de Occidente,2025-05-31,Natural,Sin garantia,Sobregiro en cuenta corriente persona natural,Consumo,Más de 1 año y hasta 3 años,25.82
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Avances en efectivo,25.175769854132906
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a más de 36 meses,18.123175965665236
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos a un mes,25.49130653266332
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 13 y 18 meses,22.344444444444445
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 19 y 24 meses,22.7108362369338
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 2 y 6 meses,25.519789473684213
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 25 y 36 meses,23.424815950920248
Banco de Occidente,2025-05-31,Natural,Sin garantia,Tarjeta de crédito para ingresos superiores a 2 SMMLV,Consumo,Consumos entre 7 y 12 meses,23.535434782608696
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Entre 31 días y 1 año,19.0075
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 1 año y hasta 3 años,17.11176470588235
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 10 años,14.414285714285716
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 3 años y hasta 5 años,17.20081081081081
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 5 años y hasta 7 años,17.51191570881226
Banco de Occidente,2025-05-31,Natural,Sin garantia,Vehículo,Consumo,Más de 7 años y hasta 10 años,16.39470588235294
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,14.91
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,17.345
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.112727272727271
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.117589285714287
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,Más de 5 años y hasta 7 años,16.63
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,A más de 7 años,15.77
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 1 año y hasta 3 años,16.5
Bancoldex,2025-02-28,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 3 años y hasta 5 años,15.71
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,11.03
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,9.395
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 30 días y hasta 1 año,8.81
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 5 años y hasta 7 años,15.873333333333331
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,A más de 7 años,15.99
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,17.47
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.435
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,13.78
Bancoldex,2025-02-28,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,15.995
Bancoldex,2025-02-28,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,11.334285714285715
Bancoldex,2025-02-28,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,12.905714285714286
Bancoldex,2025-02-28,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,11.98
Bancoldex,2025-02-28,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,6.0
Bancoldex,2025-02-28,Natural,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,16.493333333333332
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,A más de 7 años,14.54
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,15.375
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.026216216216216
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,14.031827956989249
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,A más de 7 años,17.115
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,Más de 30 días y hasta 1 año,13.81
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 3 años y hasta 5 años,14.07
Bancoldex,2025-03-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 5 años y hasta 7 años,15.86
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,10.02
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,10.995
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 30 días y hasta 1 año,8.74
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 5 años y hasta 7 años,15.8325
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,16.14
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.528333333333332
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,16.425
Bancoldex,2025-03-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,15.24
Bancoldex,2025-03-31,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,13.5325
Bancoldex,2025-03-31,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,15.048333333333332
Bancoldex,2025-03-31,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,11.94
Bancoldex,2025-03-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Hasta 30 días,14.0
Bancoldex,2025-03-31,Jurídica,Sin garantia,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.57
Bancoldex,2025-03-31,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,6.0
Bancoldex,2025-03-31,Natural,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.88
Bancoldex,2025-03-31,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,6.0
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,15.2
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,14.35
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,15.99
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.000697674418603
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.933888888888887
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 3 años y hasta 5 años,16.490000000000002
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 5 años y hasta 7 años,15.46
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 3 años y hasta 5 años,16.2
Bancoldex,2025-04-30,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 5 años y hasta 7 años,16.49
Bancoldex,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,8.2
Bancoldex,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,8.23
Bancoldex,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,17.135
Bancoldex,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,16.591428571428573
Bancoldex,2025-04-30,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,15.9875
Bancoldex,2025-04-30,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,16.05
Bancoldex,2025-04-30,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,11.443333333333332
Bancoldex,2025-04-30,Jurídica,Sin garantia,Empresarial en pesos,Comercial ordinario,Más de 30 días y hasta 1 año,11.49
Bancoldex,2025-04-30,Natural,Garantia idónea o no idónea,Consumo empleados,Consumo,Más de 3 años y hasta 5 años,6.0
Bancoldex,2025-04-30,Natural,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,14.0
Bancoldex,2025-04-30,Natural,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.85
Bancoldex,2025-04-30,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,6.0
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,14.86
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Hasta 30 días,13.97470588235294
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Factoring,Comercial ordinario,Más de 30 días y hasta 1 año,13.863720930232558
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación inmuebles diferente de habitacional,Comercial ordinario,A más de 7 años,16.37
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación maquinaria y equipo,Comercial ordinario,Más de 5 años y hasta 7 años,15.66
Bancoldex,2025-05-31,Jurídica,Garantia idónea o no idónea,Leasing financiero - financiación vehículos,Comercial ordinario,Más de 3 años y hasta 5 años,15.78
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 1 año y hasta 3 años,8.23
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 30 días y hasta 1 año,8.77
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 5 años y hasta 7 años,15.83
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,A más de 7 años,15.74
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 1 año y hasta 3 años,15.62
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 3 años y hasta 5 años,15.6725
Bancoldex,2025-05-31,Jurídica,Garantía  fondo nacional de garantías (FNG) o Fondo de Garantías de Antioquia (FGA),Empresarial en pesos,Comercial ordinario,Más de 5 años y hasta 7 años,15.5525
Bancoldex,2025-05-31,Jurídica,Sin garantia,Comerciales especiales directos por la banca de segundo piso,Comercial especial,Más de 3 años y hasta 5 años,8.24
Bancoldex,2025-05-31,Natural,Garantia idónea o no idónea,Vivienda empleados,Vivienda,Más de 7 años y hasta 15 años,6.0
Bancolombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,A más de 7 años,11.16
Bancolombia,2025-02-28,Jurídica,Garantia idónea o no idónea,Comerciales con recursos provenientes de redescuento,Comercial ordinario,Más de 1 año y hasta 3 años,13.893846153846154
